approved_symbol,hgnc_id,gene_name_reported,source,source_count,source_evidence
PMM2,9115,PMM2,PMID_35325889 | PMID_34264297 | PMID_30476936 | PMID_33532864 | PMID_35005812,5,TRUE
PNPLA6,16268,PNPLA6,PMID_30476936,1,FALSE
POC1A,24488,POC1A,PMID_29801666 | PMID_33532864,2,TRUE
POC1B,30836,POC1B,PMID_35005812,1,FALSE
PODXL,9171,PODXL,PMID_29801666 | PMID_33532864,2,TRUE
POMC,9201,POMC,PMID_30476936,1,FALSE
POMT1,9202,POMT1,PMID_30476936,1,FALSE
POR,9208,POR,PMID_30476936,1,FALSE
PORCN,17652,PORCN,PMID_30476936,1,FALSE
PPP1R15B,14951,PPP1R15B,PMID_30476936,1,FALSE
PPP3CA,9314,PPP3CA,PMID_35325889,1,FALSE
PQBP1,9330,PQBP1,PMID_30476936,1,FALSE
PRDM15,13999,PRDM15,PMID_33532864,1,FALSE
PREPL,30228,PREPL,PMID_36035137,1,FALSE
PRKCD,9399,PRKCD,PMID_30476936,1,FALSE
PRKCSH,9411,PRKCSH,PMID_35325889 | PMID_29801666 | PMID_33532864,3,TRUE
PRODH,9453,PRODH,PMID_35325889 | PMID_30476936,2,TRUE
PROK2,18455,PROK2,PMID_33532864,1,FALSE
PROKR2,15836,PROKR2,PMID_35325889 | PMID_30476936 | PMID_33532864,3,TRUE
PRPS1,9462,PRPS1,PMID_35325889 | PMID_30476936 | PMID_31509055 | PMID_31822006,4,TRUE
PSAP,9498,PSAP,PMID_30476936,1,FALSE
PTEN,9588,PTEN,PMID_30476936,1,FALSE
PTH,9606,PTH,PMID_30476936 | PMID_33532864,2,TRUE
PTH1R,9608,PTH1R,PMID_35325889 | PMID_33664247 | PMID_30476936,3,TRUE
PTPN11,9644,PTPN11,PMID_35325889 | PMID_30476936,2,TRUE
PTPRO,9678,PTPRO,PMID_35325889 | PMID_34264297 | PMID_36035137 | PMID_33664247 | PMID_30476936 | PMID_31509055 | PMID_31822006 | PMID_29801666 | PMID_31027891 | PMID_33532864,10,TRUE
PUF60,17042,PUF60,PMID_30476936,1,FALSE
PYGM,9726,PYGM,PMID_30476936,1,FALSE
RAB18,14244,RAB18,PMID_30476936,1,FALSE
RAB23,14263,RAB23,PMID_30476936,1,FALSE
RAB3GAP1,17063,RAB3GAP1,PMID_30476936,1,FALSE
RAB3GAP2,17168,RAB3GAP2,PMID_30476936,1,FALSE
RAD51C,9820,RAD51C,PMID_35325889 | PMID_30476936,2,TRUE
RAI1,9834,RAI1,PMID_30476936,1,FALSE
RAP1A,9855,RAP1A,PMID_30476936,1,FALSE
RAP1B,9857,RAP1B,PMID_30476936,1,FALSE
RBBP8,9891,RBBP8,PMID_30476936,1,FALSE
RBM10,9896,RBM10,PMID_30476936,1,FALSE
RBM8A,9905,RBM8A,PMID_30476936,1,FALSE
RECQL4,9949,RECQL4,PMID_30476936,1,FALSE
REN,9958,REN,PMID_35325889 | PMID_34264297 | PMID_33664247 | PMID_30476936 | PMID_31509055 | PMID_31822006 | PMID_29801666 | PMID_31027891 | PMID_33532864 | PMID_35005812,10,TRUE
RERE,9965,RERE,PMID_30476936,1,FALSE
RET,9967,RET,PMID_35325889 | PMID_34264297 | PMID_36035137 | PMID_33664247 | PMID_30476936 | PMID_31509055 | PMID_31822006 | PMID_31027891 | PMID_26862157 | PMID_33532864 | PMID_35005812,11,TRUE
RIN2,18750,RIN2,PMID_30476936,1,FALSE
RIPK4,496,RIPK4,PMID_30476936,1,FALSE
RIPPLY2,21390,RIPPLY2,PMID_30476936,1,FALSE
RLIG1,25322,C12orf29,PMID_36035137,1,FALSE
RMND1,21176,RMND1,PMID_35325889 | PMID_30476936,2,TRUE
RNU4ATAC,34016,RNU4ATAC,PMID_30476936,1,FALSE
ROBO1,10249,ROBO1,PMID_33532864,1,FALSE
ROBO2,10250,ROBO2,PMID_35325889 | PMID_33664247 | PMID_30476936 | PMID_31509055 | PMID_31822006 | PMID_31027891 | PMID_33532864 | PMID_35005812,8,TRUE
ROR2,10257,ROR2,PMID_35325889 | PMID_33664247 | PMID_30476936 | PMID_33532864,4,TRUE
RPGRIP1L,29168,RPGRIP1L,PMID_35325889 | PMID_34264297 | PMID_36035137 | PMID_33664247 | PMID_30476936 | PMID_31509055 | PMID_31822006 | PMID_29801666 | PMID_31027891 | PMID_26862157 | PMID_33532864 | PMID_35005812,12,TRUE
RPL11,10301,RPL11,PMID_35325889 | PMID_30476936,2,TRUE
RPL26,10327,RPL26,PMID_35325889 | PMID_30476936,2,TRUE
RPL35A,10345,RPL35A,PMID_35325889 | PMID_30476936,2,TRUE
RPL5,10360,RPL5,PMID_35325889 | PMID_30476936,2,TRUE
RPS10,10383,RPS10,PMID_35325889 | PMID_30476936,2,TRUE
RPS17,10397,RPS17,PMID_35325889 | PMID_30476936,2,TRUE
